data,dateTime,controller,version,id,device.id,diagnostic.id
13.036889,2020-03-10 06:34:51.603000+00:00,ControllerNoneId,00000000000581b7,aoE8f-DaRFOzUpibkHQnWCQ,b4,DiagnosticGoDeviceVoltageId
1.0,2020-03-10 06:34:58.023000+00:00,ControllerNoneId,00000000000581b8,aRfaFtn2E0s2jOd2-h6YpAA,b4,DiagnosticAccelerometerCalibratedId
43312.0,2020-03-10 06:35:01.203000+00:00,ControllerNoneId,00000000000581b9,aRfaFtn2E0s2jOd2-h6YpAQ,b4,DiagnosticElectricVehicleBatteryPowerId
27960.0,2020-03-10 06:35:04.200000+00:00,ControllerNoneId,00000000000581ba,aRfaFtn2E0s2jOd2-h6YpAg,b4,DiagnosticElectricVehicleBatteryPowerId
33408.0,2020-03-10 06:35:10.187000+00:00,ControllerNoneId,00000000000581bb,aRfaFtn2E0s2jOd2-h6YpAw,b4,DiagnosticElectricVehicleBatteryPowerId
23341.0,2020-03-10 06:35:11.237000+00:00,ControllerNoneId,00000000000581bc,aRfaFtn2E0s2jOd2-h6YpBA,b4,DiagnosticElectricVehicleBatteryPowerId
32886.0,2020-03-10 06:35:14.233000+00:00,ControllerNoneId,00000000000581bd,aRfaFtn2E0s2jOd2-h6YpBQ,b4,DiagnosticElectricVehicleBatteryPowerId
6512.0,2020-03-10 06:35:15.180000+00:00,ControllerNoneId,00000000000581be,aRfaFtn2E0s2jOd2-h6YpBg,b4,DiagnosticElectricVehicleBatteryPowerId
42201.0,2020-03-10 06:35:23.220000+00:00,ControllerNoneId,00000000000581bf,aRfaFtn2E0s2jOd2-h6YpBw,b4,DiagnosticElectricVehicleBatteryPowerId
358.5,2020-03-10 06:35:30.107000+00:00,ControllerNoneId,00000000000581c0,aRfaFtn2E0s2jOd2-h6YpCA,b4,a4kUpYGyQ4E2uoQTp-ed0Ow
-9872.0,2020-03-10 06:35:33.153000+00:00,ControllerNoneId,00000000000581c1,aRfaFtn2E0s2jOd2-h6YpCQ,b4,DiagnosticElectricVehicleBatteryPowerId
22320.0,2020-03-10 06:35:35.200000+00:00,ControllerNoneId,00000000000581c2,aRfaFtn2E0s2jOd2-h6YpCg,b4,DiagnosticElectricVehicleBatteryPowerId
0.0,2020-03-10 06:35:42.137000+00:00,ControllerNoneId,00000000000581c3,aRfaFtn2E0s2jOd2-h6YpCw,b4,DiagnosticElectricVehicleBatteryPowerId
26075.0,2020-03-10 06:35:43.137000+00:00,ControllerNoneId,00000000000581c4,aRfaFtn2E0s2jOd2-h6YpDA,b4,DiagnosticElectricVehicleBatteryPowerId
63.660000000000004,2020-03-10 06:35:46.083000+00:00,ControllerNoneId,00000000000581c5,aRfaFtn2E0s2jOd2-h6YpDQ,b4,DiagnosticStateOfChargeId
7600.0,2020-03-10 06:35:59.163000+00:00,ControllerNoneId,00000000000581c6,aRfaFtn2E0s2jOd2-h6YpDg,b4,DiagnosticElectricVehicleBatteryPowerId
44268.0,2020-03-10 06:36:01.110000+00:00,ControllerNoneId,00000000000581c7,aRfaFtn2E0s2jOd2-h6YpDw,b4,DiagnosticElectricVehicleBatteryPowerId
-8222.0,2020-03-10 06:36:08.147000+00:00,ControllerNoneId,00000000000581c8,aRfaFtn2E0s2jOd2-h6YpEA,b4,DiagnosticElectricVehicleBatteryPowerId
-4654.0,2020-03-10 06:36:10.103000+00:00,ControllerNoneId,00000000000581c9,aRfaFtn2E0s2jOd2-h6YpEQ,b4,DiagnosticElectricVehicleBatteryPowerId
-10038.0,2020-03-10 06:36:15.097000+00:00,ControllerNoneId,00000000000581ca,aRfaFtn2E0s2jOd2-h6YpEg,b4,DiagnosticElectricVehicleBatteryPowerId
-5752.0,2020-03-10 06:36:24.120000+00:00,ControllerNoneId,00000000000581cb,aRfaFtn2E0s2jOd2-h6YpEw,b4,DiagnosticElectricVehicleBatteryPowerId
-1.22,2020-03-10 06:36:30+00:00,ControllerNoneId,00000000000581cf,awUyNofO78MVPavp7VzTYAA,b4,aLLFcKEg5sEiugRoQQhZVVg
-35232.0,2020-03-10 06:36:30.103000+00:00,ControllerNoneId,00000000000581cd,aIAXzcEN5vtbotcfcC-miAA,b4,DiagnosticElectricVehicleBatteryPowerId
0.0,2020-03-10 06:36:33+00:00,ControllerNoneId,00000000000581cc,aRfaFtn2E0s2jOd2-h6YpFA,b4,DiagnosticPositionValidAtDeviceId
2513.0,2020-03-10 06:36:37.090000+00:00,ControllerNoneId,00000000000581d0,awUyNofO78MVPavp7VzTYAQ,b4,DiagnosticElectricVehicleBatteryPowerId
1.0,2020-03-10 06:36:44+00:00,ControllerNoneId,00000000000581ce,aIAXzcEN5vtbotcfcC-miAQ,b4,DiagnosticPositionValidAtDeviceId
3580.0,2020-03-10 06:36:51.103000+00:00,ControllerNoneId,00000000000581d1,awUyNofO78MVPavp7VzTYAg,b4,DiagnosticElectricVehicleBatteryPowerId
354.0,2020-03-10 06:36:56.140000+00:00,ControllerNoneId,00000000000581d2,awUyNofO78MVPavp7VzTYAw,b4,a4kUpYGyQ4E2uoQTp-ed0Ow
1.1,2020-03-10 06:36:57.023000+00:00,ControllerNoneId,00000000000581d3,awUyNofO78MVPavp7VzTYBA,b4,aLLFcKEg5sEiugRoQQhZVVg
85552.0,2020-03-10 06:37:03.153000+00:00,ControllerNoneId,00000000000581d4,awUyNofO78MVPavp7VzTYBQ,b4,DiagnosticElectricVehicleBatteryPowerId
69910.0,2020-03-10 06:37:14.200000+00:00,ControllerNoneId,00000000000581d5,awUyNofO78MVPavp7VzTYBg,b4,DiagnosticElectricVehicleBatteryPowerId
6336.0,2020-03-10 06:37:18.147000+00:00,ControllerNoneId,00000000000581d6,awUyNofO78MVPavp7VzTYBw,b4,DiagnosticElectricVehicleBatteryPowerId
62.075,2020-03-10 06:37:26.087000+00:00,ControllerNoneId,00000000000581d7,awUyNofO78MVPavp7VzTYCA,b4,DiagnosticStateOfChargeId
-10203.0,2020-03-10 06:37:28.163000+00:00,ControllerNoneId,00000000000581d8,awUyNofO78MVPavp7VzTYCQ,b4,DiagnosticElectricVehicleBatteryPowerId
21586.0,2020-03-10 06:37:29.210000+00:00,ControllerNoneId,00000000000581d9,awUyNofO78MVPavp7VzTYCg,b4,DiagnosticElectricVehicleBatteryPowerId
-9500.0,2020-03-10 06:37:34.207000+00:00,ControllerNoneId,00000000000581da,awUyNofO78MVPavp7VzTYCw,b4,DiagnosticElectricVehicleBatteryPowerId
44998.0,2020-03-10 06:37:41.250000+00:00,ControllerNoneId,00000000000581db,aHz7QWJxA5Uwp2L5gFXrYAA,b4,DiagnosticElectricVehicleBatteryPowerId
-11082.0,2020-03-10 06:37:51.220000+00:00,ControllerNoneId,00000000000581dc,aHz7QWJxA5Uwp2L5gFXrYAQ,b4,DiagnosticElectricVehicleBatteryPowerId
43579.0,2020-03-10 06:37:53.267000+00:00,ControllerNoneId,00000000000581dd,aHz7QWJxA5Uwp2L5gFXrYAg,b4,DiagnosticElectricVehicleBatteryPowerId
-34342.0,2020-03-10 06:37:57.210000+00:00,ControllerNoneId,00000000000581de,aHz7QWJxA5Uwp2L5gFXrYAw,b4,DiagnosticElectricVehicleBatteryPowerId
-1.21,2020-03-10 06:38:06+00:00,ControllerNoneId,00000000000581df,aHz7QWJxA5Uwp2L5gFXrYBA,b4,aLLFcKEg5sEiugRoQQhZVVg
-4846.0,2020-03-10 06:38:07.147000+00:00,ControllerNoneId,00000000000581e0,aHz7QWJxA5Uwp2L5gFXrYBQ,b4,DiagnosticElectricVehicleBatteryPowerId
-39967.0,2020-03-10 06:38:11.253000+00:00,ControllerNoneId,00000000000581e1,aHz7QWJxA5Uwp2L5gFXrYBg,b4,DiagnosticElectricVehicleBatteryPowerId
-1254.0,2020-03-10 06:38:14.223000+00:00,ControllerNoneId,00000000000581e2,aHz7QWJxA5Uwp2L5gFXrYBw,b4,DiagnosticElectricVehicleBatteryPowerId
29050.0,2020-03-10 06:38:31.097000+00:00,ControllerNoneId,00000000000581e3,aHz7QWJxA5Uwp2L5gFXrYCA,b4,DiagnosticElectricVehicleBatteryPowerId
3560.0,2020-03-10 06:38:32.147000+00:00,ControllerNoneId,00000000000581e4,aHz7QWJxA5Uwp2L5gFXrYCQ,b4,DiagnosticElectricVehicleBatteryPowerId
1.03,2020-03-10 06:38:36+00:00,ControllerNoneId,00000000000581e5,aF8qtY1nu6Az6URM1mXaKAA,b4,aLLFcKEg5sEiugRoQQhZVVg
41460.0,2020-03-10 06:38:45.180000+00:00,ControllerNoneId,00000000000581e6,aF8qtY1nu6Az6URM1mXaKAQ,b4,DiagnosticElectricVehicleBatteryPowerId
-6604.0,2020-03-10 06:38:55.200000+00:00,ControllerNoneId,00000000000581e7,aF8qtY1nu6Az6URM1mXaKAg,b4,DiagnosticElectricVehicleBatteryPowerId
31804.0,2020-03-10 06:38:58.197000+00:00,ControllerNoneId,00000000000581e8,aF8qtY1nu6Az6URM1mXaKAw,b4,DiagnosticElectricVehicleBatteryPowerId
-5898.0,2020-03-10 06:39:04.200000+00:00,ControllerNoneId,00000000000581e9,aF8qtY1nu6Az6URM1mXaKBA,b4,DiagnosticElectricVehicleBatteryPowerId
0.0,2020-03-10 06:39:13.180000+00:00,ControllerNoneId,00000000000581ea,aF8qtY1nu6Az6URM1mXaKBQ,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:13.180000+00:00,ControllerNoneId,00000000000581eb,aF8qtY1nu6Az6URM1mXaKBg,b4,DiagnosticAccelerationSideToSideId
9.63012981414795,2020-03-10 06:39:13.180000+00:00,ControllerNoneId,00000000000581ec,aF8qtY1nu6Az6URM1mXaKBw,b4,DiagnosticAccelerationUpDownId
-2.471275806427002,2020-03-10 06:39:13.550000+00:00,ControllerNoneId,00000000000581ed,aF8qtY1nu6Az6URM1mXaKCA,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:13.550000+00:00,ControllerNoneId,00000000000581ee,aF8qtY1nu6Az6URM1mXaKCQ,b4,DiagnosticAccelerationSideToSideId
10.002782821655273,2020-03-10 06:39:13.550000+00:00,ControllerNoneId,00000000000581ef,aF8qtY1nu6Az6URM1mXaKCg,b4,DiagnosticAccelerationUpDownId
-37801.0,2020-03-10 06:39:14.197000+00:00,ControllerNoneId,00000000000581f0,aF8qtY1nu6Az6URM1mXaKCw,b4,DiagnosticElectricVehicleBatteryPowerId
0.0,2020-03-10 06:39:15.530000+00:00,ControllerNoneId,00000000000581f1,aF8qtY1nu6Az6URM1mXaKDA,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:15.530000+00:00,ControllerNoneId,00000000000581f2,aF8qtY1nu6Az6URM1mXaKDQ,b4,DiagnosticAccelerationSideToSideId
9.83607006072998,2020-03-10 06:39:15.530000+00:00,ControllerNoneId,00000000000581f3,aF8qtY1nu6Az6URM1mXaKDg,b4,DiagnosticAccelerationUpDownId
-1611.0,2020-03-10 06:39:17.140000+00:00,ControllerNoneId,00000000000581f4,aF8qtY1nu6Az6URM1mXaKDw,b4,DiagnosticElectricVehicleBatteryPowerId
0.0,2020-03-10 06:39:20.460000+00:00,ControllerNoneId,00000000000581f5,aF8qtY1nu6Az6URM1mXaKEA,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:20.460000+00:00,ControllerNoneId,00000000000581f6,aF8qtY1nu6Az6URM1mXaKEQ,b4,DiagnosticAccelerationSideToSideId
9.75761604309082,2020-03-10 06:39:20.460000+00:00,ControllerNoneId,00000000000581f7,aF8qtY1nu6Az6URM1mXaKEg,b4,DiagnosticAccelerationUpDownId
-1.618097186088562,2020-03-10 06:39:20.630000+00:00,ControllerNoneId,00000000000581f8,aF8qtY1nu6Az6URM1mXaKEw,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:20.630000+00:00,ControllerNoneId,00000000000581f9,aF8qtY1nu6Az6URM1mXaKFA,b4,DiagnosticAccelerationSideToSideId
9.806650161743164,2020-03-10 06:39:20.630000+00:00,ControllerNoneId,00000000000581fa,aF8qtY1nu6Az6URM1mXaKFQ,b4,DiagnosticAccelerationUpDownId
0.0,2020-03-10 06:39:21.023000+00:00,ControllerNoneId,00000000000581fb,aF8qtY1nu6Az6URM1mXaKFg,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:21.023000+00:00,ControllerNoneId,00000000000581fc,aF8qtY1nu6Az6URM1mXaKFw,b4,DiagnosticAccelerationSideToSideId
9.94394302368164,2020-03-10 06:39:21.023000+00:00,ControllerNoneId,00000000000581fd,aF8qtY1nu6Az6URM1mXaKGA,b4,DiagnosticAccelerationUpDownId
-1.1500000000000001,2020-03-10 06:39:22.023000+00:00,ControllerNoneId,00000000000581fe,aF8qtY1nu6Az6URM1mXaKGQ,b4,aLLFcKEg5sEiugRoQQhZVVg
10131.0,2020-03-10 06:39:27.147000+00:00,ControllerNoneId,00000000000581ff,aF8qtY1nu6Az6URM1mXaKGg,b4,DiagnosticElectricVehicleBatteryPowerId
536.0,2020-03-10 06:39:34.217000+00:00,ControllerNoneId,0000000000058200,aF8qtY1nu6Az6URM1mXaKGw,b4,DiagnosticElectricVehicleBatteryPowerId
30406.0,2020-03-10 06:39:44.153000+00:00,ControllerNoneId,0000000000058201,aF8qtY1nu6Az6URM1mXaKHA,b4,DiagnosticElectricVehicleBatteryPowerId
0.0,2020-03-10 06:39:45.447000+00:00,ControllerNoneId,0000000000058202,aF8qtY1nu6Az6URM1mXaKHQ,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:45.447000+00:00,ControllerNoneId,0000000000058203,aF8qtY1nu6Az6URM1mXaKHg,b4,DiagnosticAccelerationSideToSideId
9.747809410095215,2020-03-10 06:39:45.447000+00:00,ControllerNoneId,0000000000058204,aF8qtY1nu6Az6URM1mXaKHw,b4,DiagnosticAccelerationUpDownId
-3.1871612071990967,2020-03-10 06:39:45.857000+00:00,ControllerNoneId,0000000000058205,aF8qtY1nu6Az6URM1mXaKIA,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:45.857000+00:00,ControllerNoneId,0000000000058206,aF8qtY1nu6Az6URM1mXaKIQ,b4,DiagnosticAccelerationSideToSideId
9.639936447143555,2020-03-10 06:39:45.857000+00:00,ControllerNoneId,0000000000058207,aF8qtY1nu6Az6URM1mXaKIg,b4,DiagnosticAccelerationUpDownId
-39711.0,2020-03-10 06:39:46.313000+00:00,ControllerNoneId,0000000000058208,aF8qtY1nu6Az6URM1mXaKIw,b4,DiagnosticElectricVehicleBatteryPowerId
0.0,2020-03-10 06:39:49.277000+00:00,ControllerNoneId,0000000000058209,aF8qtY1nu6Az6URM1mXaKJA,b4,DiagnosticAccelerationForwardBrakingId
0.0,2020-03-10 06:39:49.277000+00:00,ControllerNoneId,000000000005820a,aF8qtY1nu6Az6URM1mXaKJQ,b4,DiagnosticAccelerationSideToSideId
9.865489959716797,2020-03-10 06:39:49.277000+00:00,ControllerNoneId,000000000005820b,aF8qtY1nu6Az6URM1mXaKJg,b4,DiagnosticAccelerationUpDownId
-4122.0,2020-03-10 06:39:50.203000+00:00,ControllerNoneId,000000000005820c,aF8qtY1nu6Az6URM1mXaKJw,b4,DiagnosticElectricVehicleBatteryPowerId
9078.0,2020-03-10 06:40:02.147000+00:00,ControllerNoneId,000000000005820d,aF8qtY1nu6Az6URM1mXaKKA,b4,DiagnosticElectricVehicleBatteryPowerId
-2151.0,2020-03-10 06:40:09.153000+00:00,ControllerNoneId,000000000005820f,aiIa08IQQaoAwu3mKOEJyAA,b4,DiagnosticElectricVehicleBatteryPowerId
5890.0,2020-03-10 06:40:13.147000+00:00,ControllerNoneId,0000000000058210,aiIa08IQQaoAwu3mKOEJyAQ,b4,DiagnosticElectricVehicleBatteryPowerId
1966.0,2020-03-10 06:40:15.093000+00:00,ControllerNoneId,0000000000058211,aiIa08IQQaoAwu3mKOEJyAg,b4,DiagnosticElectricVehicleBatteryPowerId
0.0,2020-03-10 06:40:17+00:00,ControllerNoneId,000000000005820e,aF8qtY1nu6Az6URM1mXaKKQ,b4,DiagnosticPositionValidAtDeviceId
9776.0,2020-03-10 06:40:22.117000+00:00,ControllerNoneId,0000000000058212,aiIa08IQQaoAwu3mKOEJyAw,b4,DiagnosticElectricVehicleBatteryPowerId
150.35,2020-03-10 06:40:22.117000+00:00,ControllerNoneId,0000000000058213,aiIa08IQQaoAwu3mKOEJyBA,b4,DiagnosticElectricEnergyOutId
1608.0,2020-03-10 06:40:24.117000+00:00,ControllerNoneId,0000000000058214,aiIa08IQQaoAwu3mKOEJyBQ,b4,DiagnosticElectricVehicleBatteryPowerId
4998.0,2020-03-10 06:40:32.153000+00:00,ControllerNoneId,0000000000058215,aiIa08IQQaoAwu3mKOEJyBg,b4,DiagnosticElectricVehicleBatteryPowerId
1963.0,2020-03-10 06:40:33.153000+00:00,ControllerNoneId,0000000000058216,aiIa08IQQaoAwu3mKOEJyBw,b4,DiagnosticElectricVehicleBatteryPowerId
4456.0,2020-03-10 06:40:38.147000+00:00,ControllerNoneId,0000000000058217,aiIa08IQQaoAwu3mKOEJyCA,b4,DiagnosticElectricVehicleBatteryPowerId
1432.0,2020-03-10 06:40:41.140000+00:00,ControllerNoneId,0000000000058218,aiIa08IQQaoAwu3mKOEJyCQ,b4,DiagnosticElectricVehicleBatteryPowerId
4468.0,2020-03-10 06:40:51.073000+00:00,ControllerNoneId,0000000000058219,aiIa08IQQaoAwu3mKOEJyCg,b4,DiagnosticElectricVehicleBatteryPowerId
8722.0,2020-03-10 06:40:55.073000+00:00,ControllerNoneId,000000000005821a,aiIa08IQQaoAwu3mKOEJyCw,b4,DiagnosticElectricVehicleBatteryPowerId
895.0,2020-03-10 06:41:01.097000+00:00,ControllerNoneId,000000000005821b,aiIa08IQQaoAwu3mKOEJyDA,b4,DiagnosticElectricVehicleBatteryPowerId
13.323111,2020-03-10 06:41:01.597000+00:00,ControllerNoneId,000000000005821c,aiIa08IQQaoAwu3mKOEJyDQ,b4,DiagnosticGoDeviceVoltageId
14.110222,2020-03-10 06:41:11.597000+00:00,ControllerNoneId,000000000005821d,aiIa08IQQaoAwu3mKOEJyDg,b4,DiagnosticGoDeviceVoltageId
0.0,2020-03-10 06:41:18.090000+00:00,ControllerNoneId,000000000005821e,aiIa08IQQaoAwu3mKOEJyDw,b4,DiagnosticElectricVehicleBatteryPowerId
16815.0,2020-03-10 06:41:21.087000+00:00,ControllerNoneId,000000000005821f,aiIa08IQQaoAwu3mKOEJyEA,b4,DiagnosticElectricVehicleBatteryPowerId
14.432221,2020-03-10 06:41:21.603000+00:00,ControllerNoneId,0000000000058220,aiIa08IQQaoAwu3mKOEJyEQ,b4,DiagnosticGoDeviceVoltageId
60.975,2020-03-10 06:41:26.027000+00:00,ControllerNoneId,0000000000058221,aiIa08IQQaoAwu3mKOEJyEg,b4,DiagnosticStateOfChargeId
